dataset_id	dataset_doi	dataset_type	dataset_name	citation_curie	citation_relationship	citation_type	citation_comment	citation_citation	citation_source
160	10.26275/lkvz-vrcy	Dataset	Single cell RNA sequencing (scRNAseq) analysis identifies the cell populations in the muscularis externa of the pig colon	doi:10.17504/protocols.io.bgdmjs46	IsDocumentedBy	Protocol		"Li, T., Yuan, P.-Q., & Tache, Y. (2020). A single cell RNA sequencing protocol for the pig colon v1. https://doi.org/10.17504/protocols.io.bgdmjs46
"	SPARC
161	10.26275/wyn1-eww6	Dataset	3D imaging of enteric neurons in a male mouse	doi:10.17504/protocols.io.wr6fd9e	IsDocumentedBy	Protocol		"Howard, M. (2019). Wholemount Immunolabeling for GUT Samples v1. https://doi.org/10.17504/protocols.io.wr6fd9e
"	SPARC
162	10.26275/ngey-3iz7	Dataset	Effects of subcutaneous nerve stimulation on nerve sprouting in ambulatory dogs	doi:10.17504/protocols.io.bv94n98w	IsDocumentedBy	Protocol		"not provided, P.-Sheng. C., Kusayama, T., Wan, J., Yuan, Y., Liu, X., Li, X., Shen, C., C Fishbein, M., H Everett, T., & Peng-Sheng Chen,  not provided. (2021). Trichrome Staining Protocol in studies ofEffects of subcutaneous nerve stimulation on nerve sprouting in ambulatory dogs v1. https://doi.org/10.17504/protocols.io.bv94n98w
"	SPARC
162	10.26275/ngey-3iz7	Dataset	Effects of subcutaneous nerve stimulation on nerve sprouting in ambulatory dogs	doi:10.17504/protocols.io.bv96n99e	IsDocumentedBy	Protocol		"Kusayama, T., Wan, J., Yuan, Y., Liu, X., Li, X., C Fishbein, M., H Everett, T., & not provided, P.-Sheng. C. (2021). Immunostaining of tissues from dogs with subcutaneous nerve stimulation v1. https://doi.org/10.17504/protocols.io.bv96n99e
"	SPARC
162	10.26275/ngey-3iz7	Dataset	Effects of subcutaneous nerve stimulation on nerve sprouting in ambulatory dogs	doi:10.1016/j.hrthm.2019.02.027	Describes	Originating Publication		"Wan, J., Chen, M., Yuan, Y., Wang, Z., Shen, C., Fishbein, M. C., Chen, Z., Wong, J., Grant, M. B., Everett, T. H., & Chen, P.-S. (2019). Antiarrhythmic and proarrhythmic effects of subcutaneous nerve stimulation in ambulatory dogs. Heart Rhythm, 16(8), 1251â1260. https://doi.org/10.1016/j.hrthm.2019.02.027
"	SPARC
163	10.26275/qcuk-a8ty	Dataset	Sources of off-target effects for vagus nerve stimulation using the LivaNova clinical lead in swine	doi:10.17504/protocols.io.bkeyktfw	IsDocumentedBy	Protocol		"Vagus Nerve Stimulation Evoked Electroneurography and Electromyography Recordings in Swine v1. (2020). https://doi.org/10.17504/protocols.io.bkeyktfw
"	SPARC
163	10.26275/qcuk-a8ty	Dataset	Sources of off-target effects for vagus nerve stimulation using the LivaNova clinical lead in swine	doi:10.1088/1741-2552/ab9db8	Describes	Originating Publication		"Nicolai, E. N., Settell, M. L., Knudsen, B. E., McConico, A. L., Gosink, B. A., Trevathan, J. K., Baumgart, I. W., Ross, E. K., Pelot, N. A., Grill, W. M., Gustafson, K. J., Shoffstall, A. J., Williams, J. C., & Ludwig, K. A. (2020). Sources of off-target effects of vagus nerve stimulation using the helical clinical lead in domestic pigs. Journal of Neural Engineering, 17(4), 046017. https://doi.org/10.1088/1741-2552/ab9db8
"	SPARC
163	10.26275/qcuk-a8ty	Dataset	Sources of off-target effects for vagus nerve stimulation using the LivaNova clinical lead in swine	doi:10.1088/1741-2552/acda64	Cites	Work		"Musselman, E. D., Pelot, N. A., & Grill, W. M. (2023). Validated computational models predict vagus nerve stimulation thresholds in preclinical animals and humans. Journal of Neural Engineering, 20(3), 036032. https://doi.org/10.1088/1741-2552/acda64
"	OCI
163	10.26275/qcuk-a8ty	Dataset	Sources of off-target effects for vagus nerve stimulation using the LivaNova clinical lead in swine	doi:10.1101/2020.01.15.907246	Cites	Work		"Nicolai, E. N., Settell, M. L., Knudsen, B. E., McConico, A. L., Gosink, B. A., Trevathan, J. K., Baumgart, I. W., Ross, E. K., Pelot, N. A., Grill, W. M., Gustafson, K. J., Shoffstall, A. J., Williams, J. C., & Ludwig, K. A. (2020). Sources of Off-Target Effects of Vagus Nerve Stimulation Using the Helical Clinical Lead in Domestic Pigs. https://doi.org/10.1101/2020.01.15.907246
"	Datacite
164	10.26275/er7m-gir3	Dataset	Functional mapping with lumbosacral epidural stimulation for restoration of bladder function after spinal cord injury in rats (T13)	doi:10.17504/protocols.io.w6hfhb6	IsDocumentedBy	Protocol		"Hubscher, C., & Hoey, R. (2019). Epidural stimulation mapping protocol v1. https://doi.org/10.17504/protocols.io.w6hfhb6
"	SPARC
164	10.26275/er7m-gir3	Dataset	Functional mapping with lumbosacral epidural stimulation for restoration of bladder function after spinal cord injury in rats (T13)	doi:10.1038/s41598-021-81822-3	Describes	Originating Publication		"Hoey, R. F., Medina-AguiÃ±aga, D., Khalifa, F., Ugiliweneza, B., Zdunowski, S., Fell, J., Naglah, A., El-Baz, A. S., Herrity, A. N., Harkema, S. J., & Hubscher, C. H. (2021). Bladder and bowel responses to lumbosacral epidural stimulation in uninjured and transected anesthetized rats. Scientific Reports, 11(1). https://doi.org/10.1038/s41598-021-81822-3
"	SPARC
65	10.26275/ofja-ghoz	Dataset	Quantified morphology of the human vagus nerve with anti-claudin-1	doi:10.17504/protocols.io.bh4dj8s6	IsDocumentedBy	Protocol		"SPARC_Duke_PelotGrill_OT2-OD025340_HumanVagusNerve_Claudin1IHC_Morphology v4. (2020). https://doi.org/10.17504/protocols.io.bh4dj8s6
"	SPARC
65	10.26275/ofja-ghoz	Dataset	Quantified morphology of the human vagus nerve with anti-claudin-1	doi:10.12688/f1000research.73492.1	Cites	Work		"Quey, R., Schiefer, M. A., Kiran, A., & Patel, B. (2021). KnowMore: an automated knowledge discovery tool for the FAIR SPARC datasets. F1000Research, 10, 1132. https://doi.org/10.12688/f1000research.73492.1
"	OCI
65	10.26275/ofja-ghoz	Dataset	Quantified morphology of the human vagus nerve with anti-claudin-1	doi:10.1088/1741-2552/acda64	Cites	Work		"Musselman, E. D., Pelot, N. A., & Grill, W. M. (2023). Validated computational models predict vagus nerve stimulation thresholds in preclinical animals and humans. Journal of Neural Engineering, 20(3), 036032. https://doi.org/10.1088/1741-2552/acda64
"	OCI
65	10.26275/ofja-ghoz	Dataset	Quantified morphology of the human vagus nerve with anti-claudin-1	doi:10.1038/s41467-024-51709-8	Cites	Work		"Hussain, M. A., Grill, W. M., & Pelot, N. A. (2024). Highly efficient modeling and optimization of neural fiber responses to electrical stimulation. Nature Communications, 15(1). https://doi.org/10.1038/s41467-024-51709-8
"	Datacite
65	10.26275/ofja-ghoz	Dataset	Quantified morphology of the human vagus nerve with anti-claudin-1	doi:10.1101/2021.08.08.455581	Cites	Work		"Quey, R., Schiefer, M. A., Kiran, A., & Patel, B. (2021). KnowMore: an automated knowledge discovery tool for the FAIR SPARC datasets. https://doi.org/10.1101/2021.08.08.455581
"	Crossref
65	10.26275/ofja-ghoz	Dataset	Quantified morphology of the human vagus nerve with anti-claudin-1	doi:10.3389/fnins.2020.601479	Describes	Originating Publication		"Pelot, N. A., Goldhagen, G. B., Cariello, J. E., Musselman, E. D., Clissold, K. A., Ezzell, J. A., & Grill, W. M. (2020). Quantified Morphology of the Cervical and Subdiaphragmatic Vagus Nerves of Human, Pig, and Rat. Frontiers in Neuroscience, 14. https://doi.org/10.3389/fnins.2020.601479
"	K-Core
65	10.26275/ofja-ghoz	Dataset	Quantified morphology of the human vagus nerve with anti-claudin-1	doi:10.1101/2021.08.08.455581v1	Cites	Work		CITATION[10.1101/2021.08.08.455581v1]	K-Core
165	10.26275/pvib-4jat	Dataset	Endorgan-specific Pseudorabies (PRV) infection in mouse kidney and liver	doi:10.17504/protocols.io.bujanuie	IsDocumentedBy	Protocol		"Peripheral PRV injection - Kidney &amp;amp; Liver Protocol v1. (2021). https://doi.org/10.17504/protocols.io.bujanuie
"	SPARC
165	10.26275/pvib-4jat	Dataset	Endorgan-specific Pseudorabies (PRV) infection in mouse kidney and liver	doi:10.1152/ajpregu.00079.2021	Describes	Originating Publication		"Torres, H., Huesing, C., Burk, D. H., Molinas, A. J. R., Neuhuber, W. L., Berthoud, H.-R., MÃ¼nzberg, H., Derbenev, A. V., & Zsombok, A. (2021). Sympathetic innervation of the mouse kidney and liver arising from prevertebral ganglia. American Journal of Physiology-Regulatory, Integrative and Comparative Physiology, 321(3), R328âR337. https://doi.org/10.1152/ajpregu.00079.2021
"	SPARC
37	10.26275/pb3l-251h	Dataset	Mapping of intrinsic cardiac nervous system (ICN) neurons in a 3D reconstructed rat heart	doi:10.17504/protocols.io.bdz5i786	IsDocumentedBy	Protocol		"Leung, C., Heal, M., Robbins, S., Moss, A., Monteith, C., & Tappan, S. (2020). Single-Cell ICN Neuron Mapping and 3D Heart Reconstruction with Tissue Mapper v1. https://doi.org/10.17504/protocols.io.bdz5i786
"	SPARC
37	10.26275/pb3l-251h	Dataset	Mapping of intrinsic cardiac nervous system (ICN) neurons in a 3D reconstructed rat heart	doi:10.1016/j.isci.2020.101140	Describes	Originating Publication		"Achanta, S., Gorky, J., Leung, C., Moss, A., Robbins, S., Eisenman, L., Chen, J., Tappan, S., Heal, M., Farahani, N., Huffman, T., England, S., Cheng, Z. (Jack), Vadigepalli, R., & Schwaber, J. S. (2020). A Comprehensive Integrated Anatomical and Molecular Atlas of Rat Intrinsic Cardiac Nervous System. IScience, 23(6), 101140. https://doi.org/10.1016/j.isci.2020.101140
"	SPARC
37	10.26275/pb3l-251h	Dataset	Mapping of intrinsic cardiac nervous system (ICN) neurons in a 3D reconstructed rat heart	doi:10.1016/j.isci.2021.102795	Cites	Work		"Leung, C., Robbins, S., Moss, A., Heal, M., Osanlouy, M., Christie, R., Farahani, N., Monteith, C., Chen, J., Hunter, P., Tappan, S., Vadigepalli, R., Cheng, Z. (Jack), & Schwaber, J. S. (2021). 3D single cell scale anatomical map of sex-dependent variability of the rat intrinsic cardiac nervous system. IScience, 24(7), 102795. https://doi.org/10.1016/j.isci.2021.102795
"	K-Core
168	10.26275/do5j-enxl	Dataset	Monosynaptic circuit mapping of iBAT (interscapular brown adipose tissues) in mice 	doi:10.17504/protocols.io.wzuff6w	IsDocumentedBy	Protocol		"Huesing, C., Muenzberg, H., Burk, D., & Torres, H. (2019). iDISCO protocol for whole-mount immunostaining and volume imaging v1. https://doi.org/10.17504/protocols.io.wzuff6w
"	SPARC
168	10.26275/do5j-enxl	Dataset	Monosynaptic circuit mapping of iBAT (interscapular brown adipose tissues) in mice 	doi:10.17504/protocols.io.wz3ff8n	IsDocumentedBy	Protocol		"Huesing, C., Torres, H., Burk, D., & Muenzberg, H. (2019). Light sheet microscopy v1. https://doi.org/10.17504/protocols.io.wz3ff8n
"	SPARC
168	10.26275/do5j-enxl	Dataset	Monosynaptic circuit mapping of iBAT (interscapular brown adipose tissues) in mice 	doi:10.17504/protocols.io.baamiac6	IsDocumentedBy	Protocol		"Pseudorabies virus (PRV) injection into inguinal white adipose tissue v1. (2019). https://doi.org/10.17504/protocols.io.baamiac6
"	SPARC
169	10.26275/t8he-z5uu	Dataset	Effects of nodose ganglion blockade on gastric motility during cervical vagus nerve stimulation measured with magnetic resonance imaging in rats	doi:10.17504/protocols.io.bawfifbn	IsDocumentedBy	Protocol		"Effects of Vagus Nerve Stimulation/Gastric Electrical Stimulation on Gastric Emptying and Motility Assessed with Magnetic Resonance Imaging v1. (2019). https://doi.org/10.17504/protocols.io.bawfifbn
"	SPARC
175	10.26275/mhq6-csy1	Dataset	iWAT (inguinal white adipose tissue) sympathetic innervation circuit pseudorabies viral tracing in reporter mice	doi:10.17504/protocols.io.wzuff6w	IsDocumentedBy	Protocol		"Huesing, C., Muenzberg, H., Burk, D., & Torres, H. (2019). iDISCO protocol for whole-mount immunostaining and volume imaging v1. https://doi.org/10.17504/protocols.io.wzuff6w
"	SPARC
175	10.26275/mhq6-csy1	Dataset	iWAT (inguinal white adipose tissue) sympathetic innervation circuit pseudorabies viral tracing in reporter mice	doi:10.17504/protocols.io.wz3ff8n	IsDocumentedBy	Protocol		"Huesing, C., Torres, H., Burk, D., & Muenzberg, H. (2019). Light sheet microscopy v1. https://doi.org/10.17504/protocols.io.wz3ff8n
"	SPARC
175	10.26275/mhq6-csy1	Dataset	iWAT (inguinal white adipose tissue) sympathetic innervation circuit pseudorabies viral tracing in reporter mice	doi:10.17504/protocols.io.baamiac6	IsDocumentedBy	Protocol		"Pseudorabies virus (PRV) injection into inguinal white adipose tissue v1. (2019). https://doi.org/10.17504/protocols.io.baamiac6
"	SPARC
175	10.26275/mhq6-csy1	Dataset	iWAT (inguinal white adipose tissue) sympathetic innervation circuit pseudorabies viral tracing in reporter mice	doi:10.1002/cne.25031	Describes	Originating Publication		"Huesing, C., QuallsâCreekmore, E., Lee, N., FranÃ§ois, M., Torres, H., Zhang, R., Burk, D. H., Yu, S., Morrison, C. D., Berthoud, H., Neuhuber, W., & MÃ¼nzberg, H. (2020). Sympathetic innervation of inguinal white adipose tissue in the mouse. Journal of Comparative Neurology, 529(7), 1465â1485. Portico. https://doi.org/10.1002/cne.25031
"	SPARC
177	10.26275/j5wc-rwcr	Dataset	Intraneural recordings in rat vagus nerves using carbon fiber microelectrode arrays	doi:10.17504/protocols.io.bet2jeqe	IsDocumentedBy	Protocol		"Intraneural Recordings in Rat Vagus Nerves Using Carbon Fiber Microelectrode Arrays v1. (2020). https://doi.org/10.17504/protocols.io.bet2jeqe
"	SPARC
177	10.26275/j5wc-rwcr	Dataset	Intraneural recordings in rat vagus nerves using carbon fiber microelectrode arrays	doi:10.1038/s41598-020-72512-7	Cites	Work		"Jiman, A. A., Ratze, D. C., Welle, E. J., Patel, P. R., Richie, J. M., Bottorff, E. C., Seymour, J. P., Chestek, C. A., & Bruns, T. M. (2020). Multi-channel intraneural vagus nerve recordings with a novel high-density carbon fiber microelectrode array. Scientific Reports, 10(1). https://doi.org/10.1038/s41598-020-72512-7
"	K-Core
178	10.26275/9ffg-482d	Dataset	3D imaging of enteric neurons in mouse	doi:10.17504/protocols.io.bwuapese	IsDocumentedBy	Protocol		"Wholemount immunolabeling of mouse gut tissue v1. (2021). https://doi.org/10.17504/protocols.io.bwuapese
"	SPARC
178	10.26275/9ffg-482d	Dataset	3D imaging of enteric neurons in mouse	doi:10.1242/jcs.261950	Cites	Work		"Sorensen, L., Humenick, A., Poon, S. S. B., Han, M. N., Mahdavian, N. S., Rowe, M. C., Hamnett, R., GÃ³mez-de-Mariscal, E., Neckel, P. H., Saito, A., Mutunduwe, K., Glennan, C., Haase, R., McQuade, R. M., Foong, J. P. P., Brookes, S. J. H., Kaltschmidt, J. A., MuÃ±oz-Barrutia, A., King, S. K., â¦ Rajasekhar, P. (2024). Gut Analysis Toolbox â automating quantitative analysis of enteric neurons. Journal of Cell Science, 137(20). https://doi.org/10.1242/jcs.261950
"	Datacite
178	10.26275/9ffg-482d	Dataset	3D imaging of enteric neurons in mouse	doi:10.1016/j.jcmgh.2021.08.016	Describes	Originating Publication		"Nestor-Kalinoski, A., Smith-Edwards, K. M., Meerschaert, K., Margiotta, J. F., Rajwa, B., Davis, B. M., & Howard, M. J. (2022). Unique Neural Circuit Connectivity of Mouse Proximal, Middle, and Distal Colon Defines Regional Colonic Motor Patterns. Cellular and Molecular Gastroenterology and Hepatology, 13(1), 309-337.e3. https://doi.org/10.1016/j.jcmgh.2021.08.016
"	K-Core
115	10.26275/hrww-enzr	Dataset	Spatially tracked single-cell transcriptomics map of neuronal networks in the intrinsic cardiac nervous system	doi:10.21203/rs.3.pex-928/v1	Cites	Work		"Robbins, S., Vadigepalli, R., & Schwaber, J. (2021). Cryosectioning, block face imaging and Nissl staining fluorescently labeled pig heart. https://doi.org/10.21203/rs.3.pex-928/v1
"	Datacite
115	10.26275/hrww-enzr	Dataset	Spatially tracked single-cell transcriptomics map of neuronal networks in the intrinsic cardiac nervous system	doi:10.21203/rs.3.pex-927/v1	Cites	Work		"Robbins, S., Achanta, S., & Vadigepalli, R. (2021). Laser Capture Microdissection (LCM) and 3D Sample Tracking Protocol. https://doi.org/10.21203/rs.3.pex-927/v1
"	Datacite
115	10.26275/hrww-enzr	Dataset	Spatially tracked single-cell transcriptomics map of neuronal networks in the intrinsic cardiac nervous system	doi:10.21203/rs.3.pex-962/v1	Cites	Work		"Kuttippurathu, L., Moss, A., & Vadigepalli, R. (2021). Single Cell scale RNA-seq Analysis Protocol to analyze Smart-3SEQ data from RAGP neurons of pig heart. https://doi.org/10.21203/rs.3.pex-962/v1
"	Datacite
115	10.26275/hrww-enzr	Dataset	Spatially tracked single-cell transcriptomics map of neuronal networks in the intrinsic cardiac nervous system	doi:10.21203/rs.3.pex-919/v1	Cites	Work		"Achanta, S., & Vadigepalli, R. (2021). Single cell high-throughput qRT-PCR protocol. https://doi.org/10.21203/rs.3.pex-919/v1
"	Datacite
115	10.26275/hrww-enzr	Dataset	Spatially tracked single-cell transcriptomics map of neuronal networks in the intrinsic cardiac nervous system	doi:10.21203/rs.3.pex-922/v1	Cites	Work		"Robbins, S., Vadigepalli, R., & Schwaber, J. (2021). Single-Cell Mapping and 3D Tissue Reconstruction using Cryosection-derived Images and Tissue Mapper software. https://doi.org/10.21203/rs.3.pex-922/v1
"	Datacite
115	10.26275/hrww-enzr	Dataset	Spatially tracked single-cell transcriptomics map of neuronal networks in the intrinsic cardiac nervous system	doi:10.1016/j.isci.2021.102713	Cites	Work		"Moss, A., Robbins, S., Achanta, S., Kuttippurathu, L., Turick, S., Nieves, S., Hanna, P., Smith, E. H., Hoover, D. B., Chen, J., Cheng, Z. (Jack), Ardell, J. L., Shivkumar, K., Schwaber, J. S., & Vadigepalli, R. (2021). A single cell transcriptomics map of paracrine networks in the intrinsic cardiac nervous system. IScience, 24(7), 102713. https://doi.org/10.1016/j.isci.2021.102713
"	K-Core
117	10.26275/slsc-eahw	Dataset	Spatially tracked single-neuron transcriptomics of a female porcine right atrial ganglionic plexus (RAGP)	doi:10.21203/rs.3.pex-922/v1	Cites	Work		"Robbins, S., Vadigepalli, R., & Schwaber, J. (2021). Single-Cell Mapping and 3D Tissue Reconstruction using Cryosection-derived Images and Tissue Mapper software. https://doi.org/10.21203/rs.3.pex-922/v1
"	Datacite
117	10.26275/slsc-eahw	Dataset	Spatially tracked single-neuron transcriptomics of a female porcine right atrial ganglionic plexus (RAGP)	doi:10.1016/j.isci.2021.102713	Cites	Work		"Moss, A., Robbins, S., Achanta, S., Kuttippurathu, L., Turick, S., Nieves, S., Hanna, P., Smith, E. H., Hoover, D. B., Chen, J., Cheng, Z. (Jack), Ardell, J. L., Shivkumar, K., Schwaber, J. S., & Vadigepalli, R. (2021). A single cell transcriptomics map of paracrine networks in the intrinsic cardiac nervous system. IScience, 24(7), 102713. https://doi.org/10.1016/j.isci.2021.102713
"	K-Core
118	10.26275/c14g-2czn	Dataset	Spatially tracked single-neuron transcriptomics of a male porcine right atrial ganglionic plexus (RAGP)	doi:10.21203/rs.3.pex-922/v1	Cites	Work		"Robbins, S., Vadigepalli, R., & Schwaber, J. (2021). Single-Cell Mapping and 3D Tissue Reconstruction using Cryosection-derived Images and Tissue Mapper software. https://doi.org/10.21203/rs.3.pex-922/v1
"	Datacite
118	10.26275/c14g-2czn	Dataset	Spatially tracked single-neuron transcriptomics of a male porcine right atrial ganglionic plexus (RAGP)	doi:10.1016/j.isci.2021.102713	Cites	Work		"Moss, A., Robbins, S., Achanta, S., Kuttippurathu, L., Turick, S., Nieves, S., Hanna, P., Smith, E. H., Hoover, D. B., Chen, J., Cheng, Z. (Jack), Ardell, J. L., Shivkumar, K., Schwaber, J. S., & Vadigepalli, R. (2021). A single cell transcriptomics map of paracrine networks in the intrinsic cardiac nervous system. IScience, 24(7), 102713. https://doi.org/10.1016/j.isci.2021.102713
"	K-Core
181	10.26275/fsfw-dmfd	Dataset	Effects of subcutaneous nerve stimulation with blindly inserted electrodes on ventricular rate control in a canine model of persistent atrial fibrillation	doi:10.17504/protocols.io.bz5wp87e	IsDocumentedBy	Protocol		"Subcutaneous nerve stimulation in canine model of persistent atrial fibrillation v1. (2021). https://doi.org/10.17504/protocols.io.bz5wp87e
"	SPARC
181	10.26275/fsfw-dmfd	Dataset	Effects of subcutaneous nerve stimulation with blindly inserted electrodes on ventricular rate control in a canine model of persistent atrial fibrillation	doi:10.1016/j.hrthm.2020.09.009	Describes	Originating Publication		"Kusayama, T., Wan, J., Yuan, Y., Liu, X., Li, X., Shen, C., Fishbein, M. C., Everett, T. H., & Chen, P.-S. (2021). Effects of subcutaneous nerve stimulation with blindly inserted electrodes on ventricular rate control in a canine model of persistent atrial fibrillation. Heart Rhythm, 18(2), 261â270. https://doi.org/10.1016/j.hrthm.2020.09.009
"	SPARC
183	10.26275/eoqv-ozxc	Dataset	Acute effects of efferent and afferent vagus nerve stimulation (VNS) on neural activity accessed with functional Magnetic Resonance Imaging (fMRI) in rats (Part 2)	doi:10.17504/protocols.io.bciwiufe	IsDocumentedBy	Protocol		"Effects of Vagus Nerve Stimulation/Gastric Electrical Stimulation on Brain Neural Activity Assessed with Magnetic Resonance Imaging and electrophysiology v1. (2020). https://doi.org/10.17504/protocols.io.bciwiufe
"	SPARC
185	10.26275/ypwk-0xbo	Dataset	Acute effects of gastric electrical stimulation (GES) settings on neural activity accessed with functional magnetic resonance imaging (fMRI) in rats	doi:10.17504/protocols.io.bciwiufe	IsDocumentedBy	Protocol		"Effects of Vagus Nerve Stimulation/Gastric Electrical Stimulation on Brain Neural Activity Assessed with Magnetic Resonance Imaging and electrophysiology v1. (2020). https://doi.org/10.17504/protocols.io.bciwiufe
"	SPARC
188	10.26275/z61u-2tcs	Dataset	Simulations of pelvic and vagus neural interface anatomy-dependent stimulus and recording properties	doi:10.1088/1741-2552/ac36e2	Describes	Originating Publication		"Eiber, C. D., Payne, S. C., Biscola, N. P., Havton, L. A., Keast, J. R., Osborne, P. B., & Fallon, J. B. (2021). Computational modelling of nerve stimulation and recording with peripheral visceral neural interfaces. Journal of Neural Engineering, 18(6), 066020. https://doi.org/10.1088/1741-2552/ac36e2
"	SPARC
189	10.26275/e6vk-2lky	Dataset	Identification of lung innervating sensory neurons and their target specificity in mouse (1)	doi:10.17504/protocols.io.b2gvqbw6	IsDocumentedBy	Protocol		"Protocol for CUBIC Clearing and Whole Mount Imaging of Mouse Lung Lobes v1. (2021). https://doi.org/10.17504/protocols.io.b2gvqbw6
"	SPARC
189	10.26275/e6vk-2lky	Dataset	Identification of lung innervating sensory neurons and their target specificity in mouse (1)	doi:10.1152/ajplung.00376.2021	Describes	Originating Publication		"Su, Y., Barr, J., Jaquish, A., Xu, J., Verheyden, J. M., & Sun, X. (2022). Identification of lung innervating sensory neurons and their target specificity. American Journal of Physiology-Lung Cellular and Molecular Physiology, 322(1), L50âL63. https://doi.org/10.1152/ajplung.00376.2021
"	SPARC
205	10.26275/ts6z-z80x	Dataset	Safety testing of the Fecobionics device	doi:10.17504/protocols.io.9nih5ce	IsDocumentedBy	Protocol		"Safety Study of Wireless Fecobionics Device v1. (2019). https://doi.org/10.17504/protocols.io.9nih5ce
"	SPARC
206	10.26275/kkmb-vun5	Dataset	Recording of electrically evoked neural activity and bladder pressure responses in awake rats chronically implanted with a pelvic nerve array	doi:10.17504/protocols.io.bgrmjv46	IsDocumentedBy	Protocol		"B Fallon, J., Payne, S., B Osborne, P., & R Keast, J. (2020). Pelvic nerve implantation, testing and processing in awake rats v1. https://doi.org/10.17504/protocols.io.bgrmjv46
"	SPARC
206	10.26275/kkmb-vun5	Dataset	Recording of electrically evoked neural activity and bladder pressure responses in awake rats chronically implanted with a pelvic nerve array	doi:10.3389/fnins.2020.619275	Describes	Originating Publication		"Payne, S. C., Wiedmann, N. M., Eiber, C. D., Wong, A. W., Senn, P., Osborne, P. B., Keast, J. R., & Fallon, J. B. (2020). Recording of Electrically Evoked Neural Activity and Bladder Pressure Responses in Awake Rats Chronically Implanted With a Pelvic Nerve Array. Frontiers in Neuroscience, 14. https://doi.org/10.3389/fnins.2020.619275
"	SPARC
204	10.26275/s2vo-pje2	Dataset	Identification of peripheral neural circuits that regulate heart rate using optogenetic and viral vector strategies part (2)	doi:10.17504/protocols.io.x3sfqne	IsDocumentedBy	Protocol		"Rajendran, P. (2019). iDISCO clearing of mouse heart v1. https://doi.org/10.17504/protocols.io.x3sfqne
"	SPARC
204	10.26275/s2vo-pje2	Dataset	Identification of peripheral neural circuits that regulate heart rate using optogenetic and viral vector strategies part (2)	doi:10.1038/s41467-019-09770-1	Describes	Originating Publication		"Rajendran, P. S., Challis, R. C., Fowlkes, C. C., Hanna, P., Tompkins, J. D., Jordan, M. C., Hiyari, S., Gabris-Weber, B. A., Greenbaum, A., Chan, K. Y., Deverman, B. E., MÃ¼nzberg, H., Ardell, J. L., Salama, G., Gradinaru, V., & Shivkumar, K. (2019). Identification of peripheral neural circuits that regulate heart rate using optogenetic and viral vector strategies. Nature Communications, 10(1). https://doi.org/10.1038/s41467-019-09770-1
"	SPARC
207	10.26275/chfk-eugm	Dataset	ViNERS (Visceral Nerve Ensemble Recording & Stimulation) peripheral neural interface modeling environment	doi:10.1109/EMBC44109.2020.9175921	Describes	Originating Publication		"Eiber, C. D., Keast, J. R., & Osborne, P. B. (2020). Simulating bidirectional peripheral neural interfaces in EIDORS. 2020 42nd Annual International Conference of the IEEE Engineering in Medicine &amp; Biology Society (EMBC), 2934â2937. https://doi.org/10.1109/embc44109.2020.9175921
"	SPARC
207	10.26275/chfk-eugm	Dataset	ViNERS (Visceral Nerve Ensemble Recording & Stimulation) peripheral neural interface modeling environment	doi:10.1088/1741-2552/ac36e2	Cites	Work		"Eiber, C. D., Payne, S. C., Biscola, N. P., Havton, L. A., Keast, J. R., Osborne, P. B., & Fallon, J. B. (2021). Computational modelling of nerve stimulation and recording with peripheral visceral neural interfaces. Journal of Neural Engineering, 18(6), 066020. https://doi.org/10.1088/1741-2552/ac36e2
"	OCI
209	10.26275/g3xc-oztw	Dataset	Quantitative analysis of enteric neurons containing choline acetyltransferase and nitric oxide synthase immunoreactivities in the submucosal and myenteric plexuses of the porcine colon	doi:10.17504/protocols.io.bfqmjmu6	IsDocumentedBy	Protocol		"Quantitative analysis of enteric neurons containing choline acetyltransferase and nitric oxide synthase immunoreactivities in the submucosal and myenteric plexuses of the porcine colon v1. (2020). https://doi.org/10.17504/protocols.io.bfqmjmu6
"	SPARC
209	10.26275/g3xc-oztw	Dataset	Quantitative analysis of enteric neurons containing choline acetyltransferase and nitric oxide synthase immunoreactivities in the submucosal and myenteric plexuses of the porcine colon	doi:10.1007/s00441-020-03286-7	Describes	Originating Publication		"Mazzoni, M., Caremoli, F., Cabanillas, L., de los Santos, J., Million, M., Larauche, M., Clavenzani, P., De Giorgio, R., & Sternini, C. (2020). Quantitative analysis of enteric neurons containing choline acetyltransferase and nitric oxide synthase immunoreactivities in the submucosal and myenteric plexuses of the porcine colon. Cell and Tissue Research, 383(2), 645â654. https://doi.org/10.1007/s00441-020-03286-7
"	SPARC
210	10.26275/tbuz-s6gu	Dataset	Acute effects of gastric electrical stimulation settings on gastric motility assessed with magnetic resonance imaging in rats	doi:10.17504/protocols.io.bawfifbn	IsDocumentedBy	Protocol		"Effects of Vagus Nerve Stimulation/Gastric Electrical Stimulation on Gastric Emptying and Motility Assessed with Magnetic Resonance Imaging v1. (2019). https://doi.org/10.17504/protocols.io.bawfifbn
"	SPARC
